Time,Open,High,Low,Last,Change,%Chg,Volume
12/17/2021,4652.5,4666.7,4600.22,4620.64,-48.03,-1.03%,0
12/16/2021,4719.13,4731.99,4651.89,4668.67,-41.18,-0.87%,0
12/15/2021,4636.46,4712.6,4611.22,4709.85,75.76,+1.63%,0
12/14/2021,4642.99,4660.47,4606.52,4634.09,-34.88,-0.75%,0
12/13/2021,4710.3,4710.3,4667.6,4668.97,-43.05,-0.91%,0
12/10/2021,4687.64,4713.57,4670.24,4712.02,44.57,+0.95%,0
12/09/2021,4691,4695.26,4665.98,4667.45,-33.76,-0.72%,0
12/08/2021,4690.86,4705.06,4674.52,4701.21,14.46,+0.31%,0
12/07/2021,4631.97,4694.04,4631.97,4686.75,95.08,+2.07%,0
12/06/2021,4548.37,4612.6,4540.51,4591.67,53.24,+1.17%,0
12/03/2021,4589.49,4608.03,4495.12,4538.43,-38.67,-0.84%,0
12/02/2021,4504.73,4595.46,4504.73,4577.1,64.06,+1.42%,0
12/01/2021,4602.82,4652.94,4510.27,4513.04,-53.96,-1.18%,0
11/30/2021,4640.25,4646.02,4560,4567,-88.27,-1.90%,0
11/29/2021,4628.75,4672.95,4625.26,4655.27,60.65,+1.32%,0
11/26/2021,4664.63,4664.63,4585.43,4594.62,-106.84,-2.27%,0
11/24/2021,4675.78,4702.87,4659.89,4701.46,10.76,+0.23%,0
11/23/2021,4678.48,4699.39,4652.66,4690.7,7.76,+0.17%,0
11/22/2021,4712,4743.83,4682.17,4682.94,-15.02,-0.32%,0
11/19/2021,4708.44,4717.75,4694.22,4697.96,-6.58,-0.14%,0
11/18/2021,4700.72,4708.8,4672.78,4704.54,15.87,+0.34%,0
11/17/2021,4701.5,4701.5,4684.41,4688.67,-12.23,-0.26%,0
11/16/2021,4679.42,4714.95,4679.42,4700.9,18.1,+0.39%,0
11/15/2021,4689.3,4697.42,4672.86,4682.8,-0.05,0.00%,0
11/12/2021,4655.24,4688.47,4650.77,4682.85,33.58,+0.72%,0
11/11/2021,4659.39,4664.55,4648.31,4649.27,2.56,+0.06%,0
11/10/2021,4670.26,4684.85,4630.86,4646.71,-38.54,-0.82%,0
11/09/2021,4707.25,4708.53,4670.87,4685.25,-16.45,-0.35%,0
11/08/2021,4701.48,4714.92,4694.39,4701.7,4.17,+0.09%,0
11/05/2021,4699.26,4718.5,4681.32,4697.53,17.47,+0.37%,0
11/04/2021,4662.93,4683,4662.59,4680.06,19.49,+0.42%,0
11/03/2021,4630.65,4663.46,4621.19,4660.57,29.92,+0.65%,0
11/02/2021,4613.34,4635.15,4613.34,4630.65,16.98,+0.37%,0
11/01/2021,4610.62,4620.34,4595.06,4613.67,8.29,+0.18%,0
10/29/2021,4572.87,4608.08,4567.59,4605.38,8.96,+0.19%,0
10/28/2021,4562.84,4597.55,4562.84,4596.42,44.74,+0.98%,0
10/27/2021,4580.22,4584.57,4551.66,4551.68,-23.11,-0.51%,0
10/26/2021,4578.69,4598.53,4569.17,4574.79,8.31,+0.18%,0
10/25/2021,4553.69,4572.62,4537.36,4566.48,21.58,+0.47%,0
10/22/2021,4546.12,4559.67,4524,4544.9,-4.88,-0.11%,0
10/21/2021,4532.24,4551.44,4526.89,4549.78,13.59,+0.30%,0
10/20/2021,4524.42,4540.87,4524.4,4536.19,16.56,+0.37%,0
10/19/2021,4497.34,4520.4,4496.41,4519.63,33.17,+0.74%,0
10/18/2021,4463.72,4488.75,4447.47,4486.46,15.09,+0.34%,0
10/15/2021,4447.69,4475.82,4447.69,4471.37,33.11,+0.75%,0
10/14/2021,4386.75,4439.73,4386.75,4438.26,74.46,+1.71%,0
10/13/2021,4358.01,4372.87,4329.92,4363.8,13.15,+0.30%,0
10/12/2021,4368.31,4374.89,4342.09,4350.65,-10.54,-0.24%,0
10/11/2021,4385.44,4415.88,4360.59,4361.19,-30.15,-0.69%,0
10/08/2021,4406.51,4412.02,4386.22,4391.34,-8.42,-0.19%,0
10/07/2021,4383.73,4429.97,4383.73,4399.76,36.21,+0.83%,0
10/06/2021,4319.57,4365.57,4290.49,4363.55,17.83,+0.41%,0
10/05/2021,4309.87,4369.23,4309.87,4345.72,45.26,+1.05%,0
10/04/2021,4348.84,4355.51,4278.94,4300.46,-56.58,-1.30%,0
10/01/2021,4317.16,4375.19,4288.52,4357.04,49.5,+1.15%,0
09/30/2021,4370.67,4382.55,4306.24,4307.54,-51.92,-1.19%,0
09/29/2021,4362.41,4385.57,4355.08,4359.46,6.83,+0.16%,0
09/28/2021,4419.54,4419.54,4346.33,4352.63,-90.48,-2.04%,0
09/27/2021,4442.12,4457.3,4436.19,4443.11,-12.37,-0.28%,0
09/24/2021,4438.04,4463.12,4430.27,4455.48,6.5,+0.15%,0
09/23/2021,4406.75,4465.4,4406.75,4448.98,53.34,+1.21%,0
09/22/2021,4367.43,4416.75,4367.43,4395.64,41.45,+0.95%,0
09/21/2021,4374.45,4394.87,4347.96,4354.19,-3.54,-0.08%,0
09/20/2021,4402.95,4402.95,4305.91,4357.73,-75.26,-1.70%,0
09/17/2021,4469.74,4471.52,4427.76,4432.99,-40.76,-0.91%,0
